pid,bc,dir,yds,succ,kne
745418,DW-0500,RE,1,1,0
745430,DH-2450,LE,5,1,0
745431,DH-2450,LE,14,1,0
745432,DH-2450,MD,6,1,0
745433,DH-2450,LE,11,1,0
745435,DH-2450,MD,2,1,0
745436,DH-2450,MD,4,1,0
745446,BB-2425,MD,6,1,0
745447,LF-0650,MD,1,1,0
745450,DH-2450,RE,7,1,0
745451,DH-2450,MD,3,1,0
745453,DH-2450,LE,9,1,0
745454,DH-2450,MD,3,1,0
745455,JF-2950,MD,3,1,0
745460,BB-2425,LE,11,1,0
745466,DF-1225,LG,4,1,0
745467,DF-1225,LG,10,1,0
745468,DF-1225,MD,4,1,0
745469,MM-0912,NL,-1,0,1
745470,MM-0912,NL,-1,0,1
745472,MG-1150,MD,0,0,0
745473,MG-1150,MD,6,1,0
745476,JA-0450,MD,6,1,0
745480,JA-0450,LE,0,0,0
745481,JA-0450,RT,20,1,0
745484,JL-0215,MD,-7,0,0
745485,JA-0450,MD,6,0,0
745487,JA-0450,LE,4,0,0
745492,MG-1150,MD,-4,0,0
745498,JA-0450,LE,8,1,0
745499,JA-0450,MD,-2,0,0
745504,MG-1150,MD,-2,0,0
745509,JA-0450,RT,2,0,0
745513,JA-0450,MD,10,1,0
745514,JA-0450,LE,-1,0,0
745515,KD-1462,MD,-3,0,0
745519,BO-0150,LE,2,0,0
745520,BO-0150,LT,26,1,0
745521,MG-1150,MD,-1,0,0
745524,DW-1750,MD,0,0,0
745526,MG-1150,LG,1,1,0
745529,JA-0450,MD,3,0,0
745530,JC-6200,LE,0,0,0
745536,MG-1150,MD,3,0,0
745551,JA-0450,LT,7,1,0
745553,JA-0450,MD,8,1,0
745554,JA-0450,MD,5,1,0
745555,JA-0450,MD,0,0,0
745561,MG-1150,RG,11,1,0
745569,JA-0450,RT,3,0,0
745571,JA-0450,RE,-1,0,0
745574,JA-0450,RE,9,1,0
745575,JA-0450,MD,3,1,0
745578,JA-0450,MD,1,0,0
745586,BO-0150,MD,3,0,0
745591,JA-0450,MD,7,1,0
745592,JA-0450,RE,5,1,0
745595,JA-0450,MD,4,0,0
745598,JA-0450,MD,-2,0,0
745601,JA-0450,MD,3,0,0
745606,MG-1150,MD,-1,0,0
745613,JA-0450,RT,10,1,0
745614,JA-0450,RT,2,0,0
745615,JA-0450,RE,2,0,0
745624,PR-0300,MD,0,0,0
745626,JC-6200,NL,-1,0,1
745628,ML-2500,LT,-1,0,0
745630,CP-0750,MD,6,0,0
745632,BP-1200,MD,-2,0,0
745633,MF-1300,MD,3,0,0
745634,JM-2900,LE,1,0,0
745636,ML-2500,RT,4,1,0
745638,CP-0750,RE,8,1,0
745641,ML-2500,LG,4,0,0
745643,ML-2500,LG,13,1,0
745652,MF-1300,MD,1,0,0
745657,JR-2075,LE,0,0,0
745661,ML-2500,MD,0,0,0
745662,ML-2500,LT,4,0,0
745666,EM-0950,RE,6,1,0
745670,EM-0950,MD,3,0,0
745671,BP-1200,LT,5,1,0
745676,ML-2500,MD,8,1,0
745680,MF-1300,MD,6,1,0
745685,BP-1200,LE,-1,0,0
745686,MF-1300,MD,16,1,0
745687,MF-1300,MD,7,1,0
745688,MF-1300,LT,2,1,0
745692,ML-2500,RT,2,0,0
745696,ML-2500,RT,0,0,0
745697,ML-2500,LE,2,0,0
745698,ML-2500,MD,2,1,0
745701,JM-2900,NL,-1,0,1
745703,BP-1200,RT,5,1,0
745704,BP-1200,LG,4,1,0
745705,BP-1200,MD,2,1,0
745706,JM-2900,LE,9,1,0
745707,EM-0950,LE,7,1,0
745708,EM-0950,MD,0,0,0
745711,JM-2900,MD,22,1,0
745718,DW-1350,RG,6,1,0
745719,DW-1350,LT,10,1,0
745720,DW-1350,LG,0,0,0
745724,CP-0750,MD,43,1,0
745731,EM-0950,RT,2,0,0
745737,ML-2500,RG,7,1,0
745738,JR-2075,RE,52,1,0
745746,MF-1300,MD,8,1,0
745749,MF-1300,MD,5,1,0
745750,MF-1300,MD,5,1,0
745758,DW-1350,LT,5,1,0
745760,DW-1350,RG,-1,0,0
745761,DW-1350,MD,0,0,0
745763,JR-2075,RG,1,0,0
745764,JR-2075,LG,5,1,0
745766,JR-2075,LT,-1,0,0
745767,JR-2075,RT,1,0,0
745772,EM-0950,MD,11,1,0
745775,EE-0250,LG,0,0,0
745779,CA-0750,MD,2,0,0
745784,CA-0750,LT,2,1,0
745790,EE-0250,MD,3,1,0
745794,CA-0750,RG,6,1,0
745797,CA-0750,RG,3,1,0
745799,CA-0750,RT,28,1,0
745800,TS-1450,RE,4,1,0
745801,JC-2300,RE,4,1,0
745804,EE-0250,MD,2,0,0
745809,DP-2037,RE,7,0,0
745811,CA-0750,MD,4,1,0
745812,CA-0750,RG,1,0,0
745814,EE-0250,MD,0,0,0
745819,CA-0750,LT,5,1,0
745821,CA-0750,MD,3,1,0
745823,JC-2300,RT,4,1,0
745824,TS-1450,RE,4,1,0
745827,CA-0750,RE,1,0,0
745830,CA-0750,RG,1,0,0
745841,JC-2300,RT,14,1,0
745843,JC-2300,LT,3,1,0
745844,CA-0750,LT,2,0,0
745846,TS-1450,RE,6,1,0
745859,TS-1450,NL,-1,0,1
745861,CA-0750,LT,4,1,0
745863,CA-0750,RG,9,1,0
745864,CA-0750,LG,-3,0,0
745867,JC-2300,RG,5,1,0
745872,JC-2300,MD,9,0,0
745875,JC-2300,MD,5,1,0
745876,CA-0750,MD,1,0,0
745880,EE-0250,LT,-5,0,0
745886,CA-0750,LT,23,1,0
745892,DP-2037,MD,6,1,0
745893,EE-0250,MD,0,0,0
745896,EE-0250,LE,2,0,0
745902,EE-0250,LG,1,0,0
745904,EE-0250,MD,5,1,0
745910,CA-0750,RT,0,0,0
745912,TS-1450,MD,1,0,0
745918,CA-0750,MD,8,1,0
745919,CA-0750,MD,6,1,0
745920,CA-0750,MD,1,0,0
745923,JC-2300,MD,4,0,0
745925,CA-0750,MD,6,0,0
745926,CA-0750,LG,0,0,0
745935,DP-2037,LE,11,0,0
745937,CA-0750,LG,-1,0,0
745938,CA-0750,LG,6,1,0
745939,JC-2300,RG,-2,0,0
745954,RS-2125,RT,8,1,0
745955,RS-2125,RT,0,0,0
745957,RW-3850,LE,1,0,0
745958,TR-0112,RG,1,0,0
745961,RW-3850,MD,0,0,0
745967,RW-3850,LE,9,1,0
745968,CC-0750,LT,3,0,0
745970,TR-0112,LT,0,0,0
745975,CH-5000,RT,4,1,0
745978,CH-5000,RG,0,0,0
745980,CC-0750,RT,2,0,0
745986,TR-0112,LT,7,0,0
745988,TR-0112,LG,0,0,0
745991,TR-0112,RE,-4,0,0
745996,CH-5000,MD,6,1,0
746001,CC-0750,RG,1,0,0
746002,CC-0750,RG,3,0,0
746004,CC-0750,RG,7,1,0
746006,CC-0750,RE,0,0,0
746016,CC-0750,RT,8,1,0
746018,CC-0750,RT,-1,0,0
746022,CH-5000,LE,6,1,0
746023,CH-5000,LT,61,1,0
746024,MB-3537,MD,1,0,0
746029,RW-3850,LE,3,0,0
746034,CH-5000,MD,-2,0,0
746035,CH-5000,LT,27,1,0
746041,RW-3850,NL,-1,0,1
746044,CH-5000,LT,3,0,0
746047,CH-5000,LT,3,0,0
746048,CH-5000,LE,1,0,0
746051,CC-0750,MD,4,1,0
746052,CC-0750,RG,4,1,0
746053,CC-0750,RT,5,1,0
746064,CH-5000,MD,1,0,0
746069,CC-0750,LT,-1,0,0
746073,CH-5000,LG,4,1,0
746076,MB-3537,MD,10,0,0
746078,CC-0750,LT,0,0,0
746084,CH-5000,RT,6,1,0
746086,MB-3537,RT,11,1,0
746087,MB-3537,MD,13,1,0
746088,CH-5000,MD,4,1,0
746094,RW-3850,RE,4,1,0
746095,RW-3850,RE,7,1,0
746097,CC-0750,LT,14,1,0
746098,RW-3850,RE,5,1,0
746100,RW-3850,LE,11,1,0
746102,CC-0750,RG,3,0,0
746107,CH-5000,RE,0,0,0
746111,CC-0750,LE,9,1,0
746112,CC-0750,MD,2,1,0
746113,CC-0750,LT,12,1,0
746114,CC-0750,RT,2,0,0
746115,CC-0750,RE,16,1,0
746116,RW-3850,NL,-2,0,1
746117,RW-3850,NL,-2,0,1
746118,RW-3850,NL,-1,0,1
746121,TG-1950,RE,3,1,0
746127,RK-0150,MD,5,1,0
746128,RK-0150,MD,4,1,0
746130,RK-0150,LT,2,0,0
746132,RK-0150,MD,5,1,0
746134,RK-0150,LG,4,1,0
746137,RK-0150,LG,2,0,0
746142,TG-1950,MD,6,1,0
746146,RK-0150,LE,19,1,0
746147,RK-0150,LG,21,1,0
746148,SP-0825,RG,3,0,0
746149,CT-1220,RE,9,1,0
746151,RK-0150,MD,1,0,0
746152,CT-1220,LE,7,1,0
746155,TG-1950,RT,2,0,0
746156,SP-0825,LE,4,1,0
746157,SP-0825,RT,3,0,0
746159,RK-0150,RG,4,1,0
746166,TG-1950,LG,0,0,0
746168,TG-1950,MD,1,1,0
746171,RK-0150,LG,9,1,0
746172,RK-0150,LT,2,1,0
746173,SP-0825,LT,2,0,0
746179,TG-1950,LT,6,1,0
746183,JG-1850,RE,1,0,0
746184,JG-1850,LE,1,0,0
746188,SP-0825,MD,0,0,0
746191,CT-1220,MD,61,1,0
746195,TG-1950,MD,6,0,0
746202,JG-1850,NL,-1,0,1
746204,SP-0825,RG,-1,0,0
746206,KC-2350,MD,0,0,0
746211,TG-1950,MD,5,1,0
746212,TA-1050,LE,0,0,0
746215,TG-1950,LE,18,1,0
746221,KC-2350,MD,0,0,0
746223,SP-0825,MD,1,0,0
746224,SP-0825,MD,11,1,0
746225,SP-0825,MD,3,0,0
746233,SP-0825,MD,-1,0,0
746235,SP-0825,RG,-1,0,0
746236,KC-2350,RE,7,1,0
746239,TG-1950,RG,7,1,0
746241,TA-1050,RG,3,0,0
746242,TG-1950,RG,6,1,0
746243,TG-1950,MD,5,1,0
746244,TG-1950,RT,11,1,0
746245,TG-1950,MD,4,1,0
746248,TG-1950,MD,5,0,0
746250,TG-1950,RG,3,0,0
746256,SP-0825,LG,2,0,0
746258,SP-0825,MD,12,1,0
746260,SP-0825,MD,5,1,0
746261,SP-0825,MD,10,1,0
746262,SP-0825,LT,3,0,0
746264,SP-0825,MD,1,0,0
746265,SP-0825,RT,5,0,0
746270,SP-0825,LG,1,0,0
746271,SP-0825,MD,4,0,0
746272,SP-0825,MD,0,0,0
746274,DF-1875,LG,3,0,0
746276,DF-1875,LT,8,1,0
746278,DF-1875,RG,6,1,0
746280,TG-0025,LE,7,1,0
746281,TC-2050,LG,2,1,0
746282,DF-1875,RE,1,1,0
746286,TM-3150,RT,5,0,0
746287,RC-1500,RE,10,1,0
746289,TM-3150,RG,1,0,0
746292,TM-3150,RG,2,0,0
746294,TM-3150,RT,7,1,0
746297,TM-3150,LE,1,1,0
746306,JW-3650,LG,2,0,0
746313,TC-2050,RE,-2,0,0
746315,DF-1875,RG,5,1,0
746318,DF-1875,RG,2,1,0
746322,TM-3150,RE,-2,0,0
746329,TC-2050,RT,35,1,0
746330,TC-2050,LG,1,0,0
746344,DF-1875,LG,1,0,0
746352,MR-2500,RE,8,1,0
746359,AR-1300,NL,-1,0,1
746361,TM-3150,RG,5,1,0
746370,JW-3650,RG,4,1,0
746378,DF-1875,LE,17,1,0
746379,DF-1875,RG,8,1,0
746380,DF-1875,RE,1,0,0
746381,TC-2050,RT,6,1,0
746389,TM-3150,RT,7,1,0
746397,AR-1300,LE,9,1,0
746398,TM-3150,LG,2,1,0
746406,DF-1875,LT,9,1,0
746407,DF-1875,RG,9,1,0
746408,DF-1875,RG,3,1,0
746409,DF-1875,RG,1,0,0
746413,TM-3150,LG,7,1,0
746422,DF-1875,RT,2,0,0
746425,DF-1875,RT,8,1,0
746428,DF-1875,RE,-1,0,0
746430,DF-1875,LE,2,0,0
746431,DF-1875,RE,-1,0,0
746432,TC-2050,RE,0,0,0
746442,AA-0025,LT,4,1,0
746444,AA-0025,LG,1,0,0
746445,AA-0025,LG,0,0,0
746448,PP-0350,RT,0,0,0
746450,SV-0200,LG,4,0,0
746453,AA-0025,RE,8,1,0
746455,AA-0025,LE,4,1,0
746458,MS-4100,MD,13,1,0
746459,AA-0025,LE,-2,0,0
746464,SS-1250,RE,12,1,0
746468,PP-0350,LG,-1,0,0
746477,TR-0370,MD,2,0,0
746481,AA-0025,LT,7,1,0
746483,DW-1550,RT,4,1,0
746484,DW-1550,MD,0,0,0
746488,OD-0200,LE,11,1,0
746495,AA-0025,LE,-1,0,0
746499,PP-0350,LG,4,1,0
746503,DW-1550,LE,5,1,0
746504,AA-0025,LE,24,1,0
746511,SV-0200,LG,8,1,0
746513,OD-0200,LG,4,1,0
746517,AA-0025,LE,-2,0,0
746518,AA-0025,RT,-2,0,0
746521,SS-1250,RE,-5,0,0
746524,PP-0350,RT,3,0,0
746529,SV-0200,LT,2,0,0
746534,MS-4100,MD,5,1,0
746535,AA-0025,LT,2,0,0
746537,TR-0370,RE,8,1,0
746538,MS-4100,MD,5,1,0
746541,AA-0025,MD,2,0,0
746547,OD-0200,RE,2,0,0
746555,PP-0350,LG,4,0,0
746557,PP-0350,MD,1,0,0
746558,PP-0350,RG,-1,0,0
746561,AA-0025,RT,1,0,0
746562,AA-0025,RE,3,0,0
746565,SV-0200,LG,5,1,0
746570,SV-0200,MD,2,0,0
746577,AA-0025,LG,3,1,0
746578,AA-0025,RE,34,1,0
746579,TR-0370,LT,2,0,0
746580,TR-0370,LG,-3,0,0
746581,TR-0370,RE,11,1,0
746582,TR-0370,LT,0,0,0
746583,TR-0370,RG,-1,0,0
746584,TR-0370,RE,1,0,0
746585,TR-0370,RT,0,0,0
746586,SV-0200,MD,7,1,0
746589,TG-1950,MD,3,1,0
746592,CH-5000,MD,2,0,0
746593,CH-5000,LT,20,1,0
746594,CH-5000,RG,3,0,0
746595,MB-3537,LT,-3,0,0
746599,MB-3537,LG,2,0,0
746601,RM-5050,LT,7,1,0
746602,RM-5050,MD,2,1,0
746603,CH-5000,RT,4,1,0
746606,BH-1900,RE,9,1,0
746610,TG-1950,MD,3,0,0
746612,TG-1950,MD,4,1,0
746615,TG-1950,RT,5,1,0
746621,MB-3537,RG,10,1,0
746623,RM-5050,RT,2,0,0
746624,RM-5050,MD,0,0,0
746625,TG-1950,LG,10,1,0
746626,TG-1950,MD,5,1,0
746629,TG-1950,LE,-2,0,0
746634,CH-5000,LE,2,0,0
746637,CH-5000,LT,1,0,0
746642,CH-5000,RT,7,1,0
746645,CH-5000,RG,2,0,0
746653,CH-5000,LE,3,0,0
746658,CH-5000,RT,2,1,0
746659,CH-5000,MD,-1,0,0
746663,TG-1950,RG,4,1,0
746666,TG-1950,MD,4,1,0
746668,TG-1950,LT,7,1,0
746672,TG-1950,LE,2,1,0
746679,TG-1950,LE,0,0,0
746681,TG-1950,LT,5,1,0
746683,TG-1950,MD,1,0,0
746688,TG-1950,RG,1,0,0
746689,TG-1950,RG,0,0,0
746693,CH-5000,MD,7,1,0
746694,CH-5000,LT,11,1,0
746696,CH-5000,RE,0,0,0
746698,CH-5000,MD,5,1,0
746699,CH-5000,MD,0,0,0
746700,CH-5000,LG,0,0,0
746701,CH-5000,MD,1,1,0
746704,TG-1950,MD,5,1,0
746708,TG-1950,MD,1,1,0
746712,TA-1050,RE,8,1,0
746713,TG-1950,RG,0,0,0
746714,TG-1950,MD,0,0,0
746719,CH-5000,LT,5,1,0
746720,CH-5000,RE,3,0,0
746726,TG-1950,LE,29,1,0
746727,TG-1950,RE,3,1,0
746729,TG-1950,RT,2,0,0
746731,TA-1050,LE,5,1,0
746732,TA-1050,RT,1,0,0
746741,TG-1950,MD,2,0,0
746742,TG-1950,RG,-1,0,0
746746,CH-5000,MD,2,0,0
746752,CH-5000,RG,2,0,0
746755,CH-5000,RT,2,1,0
746757,CH-5000,LG,0,0,0
746758,CH-5000,RG,1,1,0
746766,TG-1950,LG,-1,0,0
746767,TG-1950,MD,1,0,0
746768,TG-1950,LE,20,1,0
746769,JG-1850,NL,-1,0,1
746771,MW-0500,LE,4,1,0
746775,LF-0650,RG,2,0,0
746778,LF-0650,RE,10,1,0
746782,CI-0300,RG,-2,0,0
746783,BB-2425,MD,9,0,0
746786,TW-1350,RG,5,1,0
746787,AC-2150,LE,3,1,0
746792,LF-0650,RG,5,1,0
746794,LF-0650,RT,15,1,0
746800,AC-2150,LG,-1,0,0
746804,LF-0650,LG,4,1,0
746806,BB-2425,RE,2,0,0
746807,LF-0650,LT,1,0,0
746808,LF-0650,RE,6,1,0
746810,CI-0300,RE,3,0,0
746816,TW-1350,LG,4,1,0
746820,CG-1950,LG,2,0,0
746821,LF-0650,MD,3,0,0
746825,LF-0650,RT,3,0,0
746828,LF-0650,LG,3,0,0
746829,BB-2425,LE,7,1,0
746835,JA-1025,LG,2,0,0
746839,JA-1025,RG,2,0,0
746842,LF-0650,RT,2,0,0
746845,CI-0300,RT,2,0,0
746849,LF-0650,LG,1,0,0
746858,CH-2400,NL,-1,0,1
746861,CG-1950,RG,2,0,0
746864,LF-0650,RG,0,0,0
746869,TW-1350,LG,10,1,0
746870,TW-1350,MD,1,0,0
746872,LF-0650,LG,2,0,0
746879,TW-1350,RG,7,1,0
746880,TW-1350,RG,0,0,0
746881,LF-0650,RG,-2,0,0
746886,AC-2150,RE,16,1,0
746889,JA-1025,RG,4,0,0
746893,CI-0300,LT,9,1,0
746894,CI-0300,LT,2,1,0
746895,LF-0650,RG,1,0,0
746898,CG-1950,RE,58,1,0
746899,LF-0650,LT,3,1,0
746903,AC-2150,LE,10,1,0
746904,JA-1025,RG,4,1,0
746905,JA-1025,RG,2,1,0
746907,AC-2150,MD,6,0,0
746909,JA-1025,LG,2,0,0
746911,AC-2150,RG,2,0,0
746915,CI-0300,RG,3,1,0
746919,AC-2150,RT,9,1,0
746920,AC-2150,RG,18,1,0
746922,JA-1025,LG,0,0,0
746925,AC-2150,LE,19,1,0
746926,MC-0150,RE,7,1,0
746927,JA-1025,LT,-1,0,0
746931,CG-1950,RT,0,0,0
746932,CG-1950,RG,8,1,0
746934,CG-1950,RG,5,1,0
746935,CH-2400,NL,-1,0,1
746936,CH-2400,NL,-1,0,1
746939,DF-1875,LT,1,0,0
746944,DF-1875,RE,2,0,0
746949,DF-1875,MD,-2,0,0
746954,AA-0025,LE,-1,0,0
746956,AA-0025,LT,3,0,0
746962,TC-2050,RE,1,0,0
746967,TC-2050,RE,14,1,0
746969,DF-1875,LE,12,1,0
746976,AA-0025,LT,3,0,0
746978,AA-0025,LT,4,1,0
746983,DF-1875,RE,9,1,0
746984,DF-1875,LE,4,1,0
746989,DF-1875,LE,2,0,0
746990,DF-1875,MD,9,1,0
746991,DF-1875,MD,3,1,0
746992,DF-1875,MD,1,1,0
746996,AA-0025,RE,3,0,0
746997,AA-0025,RT,10,1,0
747000,ZZ-0100,LT,0,0,0
747008,TC-2050,MD,9,1,0
747011,DF-1875,LT,3,0,0
747021,MR-2500,NL,-1,0,1
747024,AA-0025,MD,-1,0,0
747029,DF-1875,LT,2,0,0
747033,AA-0025,RE,3,0,0
747035,AA-0025,MD,0,0,0
747038,AA-0025,MD,5,0,0
747039,MS-4100,LE,8,0,0
747041,AA-0025,RE,5,1,0
747043,ZZ-0100,MD,3,0,0
747048,TC-2050,LT,2,0,0
747058,DF-1875,LE,8,1,0
747059,DF-1875,LT,11,1,0
747060,DF-1875,RT,16,1,0
747064,AA-0025,MD,6,1,0
747067,AA-0025,LE,11,1,0
747068,ZZ-0100,RT,2,0,0
747074,TC-2050,LE,11,1,0
747076,TC-2050,LT,9,1,0
747077,DF-1875,MD,18,1,0
747078,DF-1875,RT,0,0,0
747081,AA-0025,MD,-4,0,0
747084,DF-1875,RE,2,0,0
747086,DF-1875,MD,2,0,0
747087,DF-1875,LE,2,0,0
747094,DF-1875,MD,1,0,0
747102,MS-4100,LE,11,1,0
747115,IC-0300,MD,10,1,0
747116,IC-0300,LE,1,0,0
747117,IC-0300,RE,-1,0,0
747121,FG-0200,RT,-3,0,0
747126,IC-0300,LE,6,1,0
747129,DK-0875,MD,7,1,0
747135,JB-5725,MD,8,0,0
747141,FG-0200,MD,7,1,0
747142,FG-0200,LT,2,1,0
747143,RT-1950,MD,2,1,0
747145,FG-0200,RG,3,0,0
747150,JB-5725,RE,5,1,0
747153,IC-0300,RT,4,1,0
747154,IC-0300,MD,6,1,0
747156,IC-0300,LE,8,1,0
747157,DJ-1850,LE,19,1,0
747160,FG-0200,RG,21,1,0
747161,FG-0200,LT,-1,0,0
747164,FG-0200,RE,0,0,0
747166,JB-5725,LE,7,1,0
747170,IC-0300,MD,1,0,0
747172,DJ-1850,MD,4,1,0
747173,DK-0875,RE,3,0,0
747176,RT-1950,LT,-2,0,0
747178,FG-0200,MD,4,1,0
747184,IC-0300,RE,1,0,0
747188,FG-0200,MD,0,0,0
747190,FG-0200,MD,7,1,0
747191,FG-0200,MD,4,1,0
747201,IC-0300,RE,4,1,0
747208,JB-5725,NL,-1,0,1
747210,FG-0200,RT,0,0,0
747213,RT-1950,RT,5,0,0
747215,IC-0300,RT,1,0,0
747217,DK-0875,MD,0,0,0
747223,FG-0200,MD,0,0,0
747226,FG-0200,RT,-3,0,0
747230,IC-0300,MD,3,0,0
747233,DK-0875,MD,8,0,0
747236,MJ-2275,MD,3,0,0
747238,JB-5725,MD,-5,0,0
747244,FG-0200,MD,2,1,0
747247,FG-0200,RT,4,1,0
747248,FG-0200,RT,3,1,0
747249,RT-1950,LE,7,1,0
747250,FG-0200,MD,-3,0,0
747251,FG-0200,RT,6,0,0
747259,FG-0200,MD,2,0,0
747260,FG-0200,MD,2,0,0
747267,DK-0875,LT,13,1,0
747271,FG-0200,RT,0,0,0
747274,RT-1950,LT,6,0,0
747286,DK-0875,RE,12,1,0
747287,DK-0875,LG,1,1,0
747290,FG-0200,MD,0,0,0
747291,FG-0200,MD,-1,0,0
747292,FG-0200,RG,1,0,0
747301,CA-0750,MD,0,0,0
